[rostest][INFO] 2023-04-12 03:06:57,838: rostest starting with options {'text_mode': False, 'pkg_dir': '/home/clover/catkin_ws/src/clover/aruco_pose', 'package': 'aruco_pose', 'results_filename': 'test_duplicate.xml', 'results_base_dir': '/home/clover/catkin_ws/build/test_results', 'reuse_master': None, 'clear': None}, args ['/home/clover/catkin_ws/src/clover/aruco_pose/test/duplicate.test']
[roslaunch][INFO] 2023-04-12 03:06:57,838: loading roscore config file /opt/ros/noetic/etc/ros/roscore.xml
[rosmaster.master][INFO] 2023-04-12 03:06:58,749: +PARAM [/aruco_detect/detectInvertedMarker] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,749: +PARAM [/aruco_detect/errorCorrectionRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,750: +PARAM [/aruco_detect/minCornerDistanceRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,750: +PARAM [/aruco_detect/markerBorderBits] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,758: +PARAM [/aruco_detect/maxErroneousBitsInBorderRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,758: +PARAM [/aruco_detect/minDistanceToBorder] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,761: +PARAM [/aruco_detect/minMarkerDistanceRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,762: +PARAM [/aruco_detect/minMarkerPerimeterRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,762: +PARAM [/aruco_detect/maxMarkerPerimeterRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,763: +PARAM [/aruco_detect/minOtsuStdDev] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,763: +PARAM [/aruco_detect/perspectiveRemoveIgnoredMarginPerCell] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,763: +PARAM [/aruco_detect/perspectiveRemovePixelPerCell] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,764: +PARAM [/aruco_detect/polygonalApproxAccuracyRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,768: +PARAM [/aruco_detect/aprilTagQuadDecimate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,768: +PARAM [/aruco_detect/aprilTagQuadSigma] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,769: +PARAM [/aruco_detect/enabled] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,769: +PARAM [/aruco_detect/length] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,769: +PARAM [/aruco_detect/adaptiveThreshConstant] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,770: +PARAM [/aruco_detect/adaptiveThreshWinSizeMin] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,770: +PARAM [/aruco_detect/adaptiveThreshWinSizeMax] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,771: +PARAM [/aruco_detect/adaptiveThreshWinSizeStep] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,771: +PARAM [/aruco_detect/cornerRefinementMaxIterations] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,782: +PARAM [/aruco_detect/cornerRefinementMethod] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,782: +PARAM [/aruco_detect/cornerRefinementMinAccuracy] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,783: +PARAM [/aruco_detect/cornerRefinementWinSize] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,783: +PARAM [/aruco_detect/detectInvertedMarker] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,784: +PARAM [/aruco_detect/errorCorrectionRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,784: +PARAM [/aruco_detect/minCornerDistanceRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,784: +PARAM [/aruco_detect/markerBorderBits] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,785: +PARAM [/aruco_detect/maxErroneousBitsInBorderRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,785: +PARAM [/aruco_detect/minDistanceToBorder] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,786: +PARAM [/aruco_detect/minMarkerDistanceRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,788: +PARAM [/aruco_detect/minMarkerPerimeterRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,788: +PARAM [/aruco_detect/maxMarkerPerimeterRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,789: +PARAM [/aruco_detect/minOtsuStdDev] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,789: +PARAM [/aruco_detect/perspectiveRemoveIgnoredMarginPerCell] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,789: +PARAM [/aruco_detect/perspectiveRemovePixelPerCell] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,792: +PARAM [/aruco_detect/polygonalApproxAccuracyRate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,802: +PARAM [/aruco_detect/aprilTagQuadDecimate] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,802: +PARAM [/aruco_detect/aprilTagQuadSigma] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:06:58,803: +SERVICE [/aruco_detect/set_length_override] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,812: +PUB [/aruco_detect/debug] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,812: +PUB [/aruco_detect/markers] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,813: +PUB [/aruco_detect/visualization] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,815: +SUB [/main_camera/image_raw] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,817: +SUB [/main_camera/camera_info] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,819: +SUB [/map_markers] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,820: +PUB [/nodelet_manager/bond] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,823: +SUB [/nodelet_manager/bond] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:06:58,881: +PUB [/nodelet_manager/bond] /aruco_detect http://ubuntu:43513/
[rosmaster.master][INFO] 2023-04-12 03:06:58,884: +SUB [/nodelet_manager/bond] /aruco_detect http://ubuntu:43513/
[rosmaster.master][INFO] 2023-04-12 03:06:58,891: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:46465/ ['http://ubuntu:46465/', 'http://ubuntu:43513/']
[rosmaster.master][INFO] 2023-04-12 03:06:58,892: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:46465/ ['http://ubuntu:46465/', 'http://ubuntu:43513/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:06:58,908: +PUB [/rosout] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,911: +SERVICE [/main_camera/get_loggers] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,912: +SERVICE [/main_camera/set_logger_level] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,916: +PUB [/main_camera/image_raw] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,921: +PUB [/main_camera/camera_info] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,922: +CACHEDPARAM [/rosout_disable_topics_generation] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,932: +SERVICE [/main_camera/set_parameters] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,932: +PUB [/main_camera/parameter_descriptions] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,933: +PUB [/main_camera/parameter_updates] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,934: +PARAM [/main_camera/frame_id] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,935: +PARAM [/main_camera/publish_rate] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,937: +PARAM [/main_camera/camera_info_url] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,937: +SERVICE [/main_camera/set_camera_info] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:06:58,940: -SERVICE [/main_camera/set_camera_info] /main_camera rosrpc://ubuntu:48105
[rosmaster.master][INFO] 2023-04-12 03:06:58,940: +PARAM [/main_camera/frame_id] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,941: +PARAM [/main_camera/publish_rate] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,941: +PARAM [/main_camera/camera_info_url] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:06:58,993: publisherUpdate[/main_camera/image_raw] -> http://ubuntu:46465/ ['http://ubuntu:35455/']
[rosmaster.master][INFO] 2023-04-12 03:06:58,996: publisherUpdate[/main_camera/image_raw] -> http://ubuntu:46465/ ['http://ubuntu:35455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:06:58,996: publisherUpdate[/main_camera/camera_info] -> http://ubuntu:46465/ ['http://ubuntu:35455/']
[rosmaster.master][INFO] 2023-04-12 03:06:58,996: publisherUpdate[/main_camera/camera_info] -> http://ubuntu:46465/ ['http://ubuntu:35455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:06:59,730: +PUB [/rosout] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:06:59,733: +SERVICE [/foo/get_loggers] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:06:59,734: +SERVICE [/foo/set_logger_level] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:06:59,735: +SUB [/tf] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:06:59,736: +SUB [/tf_static] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:07:01,742: -SUB [/tf] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:07:01,742: -SUB [/tf_static] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:07:01,742: -PUB [/rosout] /foo http://ubuntu:40207/
[rosmaster.master][INFO] 2023-04-12 03:07:01,742: -SERVICE [/foo/get_loggers] /foo rosrpc://ubuntu:44705
[rosmaster.master][INFO] 2023-04-12 03:07:01,742: -SERVICE [/foo/set_logger_level] /foo rosrpc://ubuntu:44705
[rostest][INFO] 2023-04-12 03:07:02,645: [aruco_pose_test-4] process has finished cleanly
log file: /home/clover/.ros/log/f0fb0e86-d8c5-11ed-86ec-4d218940b1cd/aruco_pose_test-4*.log
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,645: ProcessMonitor.unregister[aruco_pose_test-4] starting
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,645: ProcessMonitor.unregister[aruco_pose_test-4] complete
[rostest][INFO] 2023-04-12 03:07:02,679: test [aruco_pose_test] finished
[rostest][INFO] 2023-04-12 03:07:02,679: test [aruco_pose_test] results are in [/home/clover/catkin_ws/build/test_results/aruco_pose/rosunit-aruco_pose_test.xml]
[rostest][INFO] 2023-04-12 03:07:02,680: test [aruco_pose_test] results summary: 0 errors, 0 failures, 1 tests
[rostest][INFO] 2023-04-12 03:07:02,680: [ROSTEST] test [aruco_pose_test] done
[rostest][INFO] 2023-04-12 03:07:02,680: tearDown[/home/clover/catkin_ws/src/clover/aruco_pose/test/duplicate.test]
[roslaunch][INFO] 2023-04-12 03:07:02,681: runner.stop()
[rostest][INFO] 2023-04-12 03:07:02,681: shutting down processing monitor...
[roslaunch][INFO] 2023-04-12 03:07:02,681: shutting down processing monitor <ProcessMonitor(ProcessMonitor-1, started daemon 139668379563776)>
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,681: ProcessMonitor.shutdown <ProcessMonitor(ProcessMonitor-1, started daemon 139668379563776)>
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,746: ProcessMonitor._post_run <ProcessMonitor(ProcessMonitor-1, started daemon 139668379563776)>
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,746: ProcessMonitor._post_run <ProcessMonitor(ProcessMonitor-1, started daemon 139668379563776)>: remaining procs are [<roslaunch.nodeprocess.LocalProcess object at 0x7f0714284b20>, <roslaunch.nodeprocess.LocalProcess object at 0x7f0714284b50>, <roslaunch.nodeprocess.LocalProcess object at 0x7f0714284d00>]
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,746: ProcessMonitor exit: killing aruco_detect-3
[rostest][INFO] 2023-04-12 03:07:02,746: [aruco_detect-3] killing on exit
[roslaunch][INFO] 2023-04-12 03:07:02,746: process[aruco_detect-3]: killing os process with pid[48394] pgid[48394]
[roslaunch][INFO] 2023-04-12 03:07:02,746: [aruco_detect-3] sending SIGINT to pgid [48394]
[roslaunch][INFO] 2023-04-12 03:07:02,747: [aruco_detect-3] sent SIGINT to pgid [48394]
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,751: ProcessMonitor exit: killing nodelet_manager-2
[rostest][INFO] 2023-04-12 03:07:02,751: [nodelet_manager-2] killing on exit
[roslaunch][INFO] 2023-04-12 03:07:02,751: process[nodelet_manager-2]: killing os process with pid[48393] pgid[48393]
[roslaunch][INFO] 2023-04-12 03:07:02,751: [nodelet_manager-2] sending SIGINT to pgid [48393]
[roslaunch][INFO] 2023-04-12 03:07:02,751: [nodelet_manager-2] sent SIGINT to pgid [48393]
[roslaunch.pmon][INFO] 2023-04-12 03:07:02,751: ProcessMonitor exit: killing main_camera-1
[rostest][INFO] 2023-04-12 03:07:02,752: [main_camera-1] killing on exit
[roslaunch][INFO] 2023-04-12 03:07:02,752: process[main_camera-1]: killing os process with pid[48392] pgid[48392]
[roslaunch][INFO] 2023-04-12 03:07:02,752: [main_camera-1] sending SIGINT to pgid [48392]
[roslaunch][INFO] 2023-04-12 03:07:02,754: [main_camera-1] sent SIGINT to pgid [48392]
[rosmaster.master][INFO] 2023-04-12 03:07:02,871: -PUB [/rosout] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,872: -PUB [/tf] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,872: -PUB [/aruco_detect/parameter_descriptions] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,873: -PUB [/aruco_detect/parameter_updates] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,873: -PUB [/aruco_detect/debug] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,874: -PUB [/aruco_detect/markers] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,876: -PUB [/aruco_detect/visualization] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,876: -PUB [/nodelet_manager/bond] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,877: -SUB [/tf] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,877: -SUB [/tf_static] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,878: -SUB [/main_camera/image_raw] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,886: -SUB [/main_camera/camera_info] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,896: -SUB [/map_markers] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,896: -SUB [/nodelet_manager/bond] /nodelet_manager http://ubuntu:46465/
[rosmaster.master][INFO] 2023-04-12 03:07:02,897: -SERVICE [/nodelet_manager/get_loggers] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,897: -SERVICE [/nodelet_manager/set_logger_level] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,898: -SERVICE [/nodelet_manager/load_nodelet] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,898: -SERVICE [/nodelet_manager/unload_nodelet] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,898: -SERVICE [/nodelet_manager/list] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,906: -SERVICE [/aruco_detect/set_parameters] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,916: -SERVICE [/aruco_detect/set_length_override] /nodelet_manager rosrpc://ubuntu:54365
[rosmaster.master][INFO] 2023-04-12 03:07:02,922: -CACHEDPARAM [/rosout_disable_topics_generation] by /nodelet_manager
[rosmaster.master][INFO] 2023-04-12 03:07:02,957: publisherUpdate[/tf] -> http://ubuntu:46465/ []
[rosmaster.master][INFO] 2023-04-12 03:07:02,957: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:43513/ ['http://ubuntu:43513/']
[rosmaster.master][INFO] 2023-04-12 03:07:02,958: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:43513/ ['http://ubuntu:43513/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:07:02,967: -PUB [/rosout] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:07:02,968: -PUB [/main_camera/image_raw] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:07:02,968: -PUB [/main_camera/camera_info] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:07:02,969: -PUB [/main_camera/parameter_descriptions] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:07:02,969: -PUB [/main_camera/parameter_updates] /main_camera http://ubuntu:35455/
[rosmaster.master][INFO] 2023-04-12 03:07:02,970: -SERVICE [/main_camera/get_loggers] /main_camera rosrpc://ubuntu:48105
[rosmaster.master][INFO] 2023-04-12 03:07:02,977: -SERVICE [/main_camera/set_logger_level] /main_camera rosrpc://ubuntu:48105
[rosmaster.master][INFO] 2023-04-12 03:07:02,987: -SERVICE [/main_camera/set_parameters] /main_camera rosrpc://ubuntu:48105
[rosmaster.master][INFO] 2023-04-12 03:07:02,987: publisherUpdate[/tf] -> http://ubuntu:46465/ []: sec=0.03, exception=<Fault -1: 'publisherUpdate: unknown method name'>
[rosmaster.threadpool][ERROR] 2023-04-12 03:07:02,988: Traceback (most recent call last):
  File "/opt/ros/noetic/lib/python3/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/noetic/lib/python3/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1109, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1450, in __request
    response = self.__transport.request(
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1153, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1169, in single_request
    return self.parse_response(resp)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1341, in parse_response
    return u.close()
  File "/usr/lib/python3.8/xmlrpc/client.py", line 655, in close
    raise Fault(**self._stack[0])
xmlrpc.client.Fault: <Fault -1: 'publisherUpdate: unknown method name'>

[rosmaster.master][INFO] 2023-04-12 03:07:02,989: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:46465/ ['http://ubuntu:43513/']
[rosmaster.master][INFO] 2023-04-12 03:07:02,989: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:46465/ ['http://ubuntu:43513/']: sec=0.00, exception=<Fault -1: 'publisherUpdate: unknown method name'>
[rosmaster.threadpool][ERROR] 2023-04-12 03:07:02,989: Traceback (most recent call last):
  File "/opt/ros/noetic/lib/python3/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/noetic/lib/python3/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1109, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1450, in __request
    response = self.__transport.request(
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1153, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1169, in single_request
    return self.parse_response(resp)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1341, in parse_response
    return u.close()
  File "/usr/lib/python3.8/xmlrpc/client.py", line 655, in close
    raise Fault(**self._stack[0])
xmlrpc.client.Fault: <Fault -1: 'publisherUpdate: unknown method name'>

[rosmaster.master][INFO] 2023-04-12 03:07:02,997: -CACHEDPARAM [/rosout_disable_topics_generation] by /main_camera
[rosmaster.master][INFO] 2023-04-12 03:07:03,059: -PUB [/rosout] /aruco_detect http://ubuntu:43513/
[rosmaster.master][INFO] 2023-04-12 03:07:03,060: -PUB [/nodelet_manager/bond] /aruco_detect http://ubuntu:43513/
[rosmaster.master][INFO] 2023-04-12 03:07:03,060: -SUB [/nodelet_manager/bond] /aruco_detect http://ubuntu:43513/
[rosmaster.master][INFO] 2023-04-12 03:07:03,061: -SERVICE [/aruco_detect/get_loggers] /aruco_detect rosrpc://ubuntu:53857
[rosmaster.master][INFO] 2023-04-12 03:07:03,061: -SERVICE [/aruco_detect/set_logger_level] /aruco_detect rosrpc://ubuntu:53857
[rosmaster.master][INFO] 2023-04-12 03:07:03,071: -CACHEDPARAM [/rosout_disable_topics_generation] by /aruco_detect
[rosmaster.master][INFO] 2023-04-12 03:07:03,091: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:43513/ []
[rosmaster.master][INFO] 2023-04-12 03:07:03,101: publisherUpdate[/nodelet_manager/bond] -> http://ubuntu:43513/ []: sec=0.01, exception=<Fault -1: 'publisherUpdate: unknown method name'>
[rosmaster.threadpool][ERROR] 2023-04-12 03:07:03,101: Traceback (most recent call last):
  File "/opt/ros/noetic/lib/python3/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/noetic/lib/python3/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1109, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1450, in __request
    response = self.__transport.request(
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1153, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1169, in single_request
    return self.parse_response(resp)
  File "/usr/lib/python3.8/xmlrpc/client.py", line 1341, in parse_response
    return u.close()
  File "/usr/lib/python3.8/xmlrpc/client.py", line 655, in close
    raise Fault(**self._stack[0])
xmlrpc.client.Fault: <Fault -1: 'publisherUpdate: unknown method name'>

[roslaunch][INFO] 2023-04-12 03:07:03,172: process[main_camera-1]: SIGINT killed with return value 0
[roslaunch][INFO] 2023-04-12 03:07:03,262: process[aruco_detect-3]: SIGINT killed with return value 0
[roslaunch][INFO] 2023-04-12 03:07:03,272: process[nodelet_manager-2]: SIGINT killed with return value 0
[roslaunch.pmon][INFO] 2023-04-12 03:07:03,272: ProcessMonitor exit: cleaning up data structures and signals
[roslaunch.pmon][INFO] 2023-04-12 03:07:03,272: ProcessMonitor exit: pmon has shutdown
[rostest][INFO] 2023-04-12 03:07:03,273: ... shutting down processing monitor complete
[roslaunch.pmon][INFO] 2023-04-12 03:07:03,273: ProcessMonitor.shutdown <ProcessMonitor(ProcessMonitor-1, stopped daemon 139668379563776)>
[rostest][INFO] 2023-04-12 03:07:03,273: rostest teardown /home/clover/catkin_ws/src/clover/aruco_pose/test/duplicate.test complete
[rostest][INFO] 2023-04-12 03:07:03,273: finally rostest parent tearDown [<rostest.rostest_parent.ROSTestLaunchParent object at 0x7f07143169d0>]
[roslaunch][INFO] 2023-04-12 03:07:03,274: runner.stop()
[roslaunch][INFO] 2023-04-12 03:07:03,274: ... roslaunch runner has already been stopped
[rostest][INFO] 2023-04-12 03:07:03,274: calling pmon_shutdown
[rostest][INFO] 2023-04-12 03:07:03,274: ... done calling pmon_shutdown
[rospy.core][INFO] 2023-04-12 03:07:03,275: signal_shutdown [atexit]
