[rosmaster.main][INFO] 2023-04-12 03:19:47,278: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-04-12 03:19:47,278: Starting ROS Master Node
[rosmaster.master][INFO] 2023-04-12 03:19:48,964: +SUB [/tf] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:48,975: +SERVICE [/vpe_publisher/reset] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,992: +SUB [/tf_static] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:48,994: +SERVICE [/republish_tfs] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:48,997: +CACHEDPARAM [/rosout_disable_topics_generation] by /mavros
[rosmaster.master][INFO] 2023-04-12 03:19:49,002: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2023-04-12 03:19:49,013: +PUB [/mavlink/from] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,013: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:49,015: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:49,021: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:49,029: +SUB [/mavlink/to] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,054: +SUB [/mavros/state] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,054: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:49,067: +PUB [/mavros/altitude] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,071: +SERVICE [/mavros/cmd/command] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,075: +SERVICE [/mavros/cmd/command_ack] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,079: +SERVICE [/mavros/cmd/command_int] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,082: +SERVICE [/mavros/cmd/arming] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,082: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:49,099: +SUB [/mavros/local_position/velocity_body] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,099: +SERVICE [/mavros/cmd/set_home] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,102: +SERVICE [/mavros/cmd/takeoff] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,102: +SERVICE [/mavros/cmd/land] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,103: +SERVICE [/mavros/cmd/trigger_control] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,105: +SERVICE [/mavros/cmd/trigger_interval] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,109: +SUB [/mavros/global_position/global] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,116: +SERVICE [/mavros/cmd/vtol_transition] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,128: +SUB [/mavros/battery] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,153: +PUB [/mavros/distance_sensor/rangefinder] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,153: +SUB [/mavros/statustext/recv] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,188: +SUB [/mavros/manual_control/control] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,217: +SUB [/mavros/local_position/pose] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,219: +SUB [/rangefinder/range] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,221: +SERVICE [/mavros/ftp/list] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,226: +SERVICE [/mavros/ftp/open] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,228: +SERVICE [/mavros/ftp/close] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,236: +SERVICE [/mavros/ftp/read] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,238: +SUB [/rangefinder/range] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,240: +SERVICE [/mavros/ftp/write] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,244: +PUB [/mavros/setpoint_position/local] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,246: +SERVICE [/mavros/ftp/mkdir] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,247: +SERVICE [/mavros/ftp/rmdir] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,247: +SERVICE [/mavros/ftp/remove] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,257: +PUB [/mavros/setpoint_raw/local] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,258: +SERVICE [/mavros/ftp/truncate] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,258: +PUB [/mavros/setpoint_attitude/attitude] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,260: +SERVICE [/mavros/ftp/reset] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,266: +PUB [/mavros/setpoint_raw/attitude] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,266: +SERVICE [/mavros/ftp/rename] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,267: +PUB [/mavros/setpoint_attitude/cmd_vel] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,268: +SERVICE [/mavros/ftp/checksum] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,269: publisherUpdate[/mavros/setpoint_position/local] -> http://clover-dev:41253/ ['http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,271: publisherUpdate[/mavros/setpoint_position/local] -> http://clover-dev:41253/ ['http://clover-dev:45263/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,272: +PUB [/mavros/setpoint_attitude/thrust] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,273: +PUB [/simple_offboard/state] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,277: +SERVICE [/get_telemetry] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,277: +SERVICE [/navigate] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,284: +SERVICE [/navigate_global] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,296: +SERVICE [/set_altitude] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,298: +SERVICE [/set_yaw] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,301: +SERVICE [/set_yaw_rate] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,302: +SERVICE [/set_position] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,303: +SERVICE [/set_velocity] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,306: +SERVICE [/set_attitude] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,315: +SERVICE [/set_rates] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,319: +SERVICE [/land] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,325: +SERVICE [/simple_offboard/release] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:49,329: +CACHEDPARAM [/rosout_disable_topics_generation] by /simple_offboard
[rosmaster.master][INFO] 2023-04-12 03:19:49,332: +PUB [/mavros/global_position/raw/fix] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,333: +PUB [/mavros/global_position/raw/gps_vel] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,347: +PUB [/mavros/global_position/raw/satellites] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,366: +PUB [/mavros/global_position/global] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,366: +PUB [/mavros/global_position/local] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,367: +PUB [/mavros/global_position/rel_alt] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,367: +PUB [/mavros/global_position/compass_hdg] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,368: +PUB [/mavros/global_position/gp_origin] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,369: +SUB [/mavros/global_position/set_gp_origin] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,373: +SUB [/mavros/global_position/home] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,373: +PUB [/mavros/global_position/gp_lp_offset] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,375: publisherUpdate[/mavros/global_position/global] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,377: publisherUpdate[/mavros/global_position/global] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,389: +PUB [/mavros/imu/data] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,390: +PUB [/mavros/imu/mag] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,394: +PUB [/mavros/imu/temperature_imu] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,395: +PUB [/mavros/imu/temperature_baro] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,406: +PUB [/mavros/imu/static_pressure] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,409: +PUB [/mavros/imu/diff_pressure] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,417: +PUB [/mavros/imu/data_raw] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,423: +PUB [/mavros/local_position/pose] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,423: +PUB [/mavros/local_position/pose_cov] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,426: +PUB [/mavros/local_position/velocity_local] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,426: +PUB [/mavros/local_position/velocity_body] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,427: +PUB [/mavros/local_position/velocity_body_cov] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,428: +PUB [/mavros/local_position/accel] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,446: +PUB [/mavros/local_position/odom] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,448: +PUB [/mavros/manual_control/control] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,455: +SUB [/mavros/manual_control/send] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,458: +SERVICE [/mavros/param/pull] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,459: +SERVICE [/mavros/param/push] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,460: +SERVICE [/mavros/param/set] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,460: +SERVICE [/mavros/param/get] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,463: +PUB [/mavros/param/param_value] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,480: publisherUpdate[/mavros/local_position/pose] -> http://clover-dev:41253/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,481: publisherUpdate[/mavros/local_position/pose] -> http://clover-dev:41253/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,481: publisherUpdate[/mavros/local_position/pose] -> http://clover-dev:38707/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,497: publisherUpdate[/mavros/local_position/pose] -> http://clover-dev:38707/ ['http://clover-dev:34455/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,497: publisherUpdate[/mavros/local_position/pose] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,498: publisherUpdate[/mavros/local_position/pose] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,498: publisherUpdate[/mavros/local_position/velocity_body] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,499: publisherUpdate[/mavros/local_position/velocity_body] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,499: publisherUpdate[/mavros/manual_control/control] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,500: publisherUpdate[/mavros/manual_control/control] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,500: +PUB [/mavros/px4flow/raw/optical_flow_rad] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,516: +PUB [/mavros/px4flow/ground_distance] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,519: +PUB [/mavros/px4flow/temperature] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,540: +SUB [/mavros/px4flow/raw/send] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,541: +PUB [/mavros/rc/in] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,543: +PUB [/mavros/rc/out] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,548: +SUB [/mavros/rc/override] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,564: +SUB [/mavros/setpoint_attitude/thrust] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,578: +SUB [/mavros/setpoint_attitude/attitude] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,610: +SUB [/mavros/setpoint_position/local] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,620: +SUB [/mavros/setpoint_position/global] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,632: +SUB [/mavros/setpoint_position/global_to_local] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,640: +SUB [/mavros/global_position/global] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,643: +SUB [/mavros/local_position/pose] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,644: +SERVICE [/mavros/setpoint_position/mav_frame] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,649: +SUB [/mavros/setpoint_raw/local] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,667: +SUB [/mavros/setpoint_raw/global] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,675: +SUB [/mavros/setpoint_raw/attitude] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,676: +PUB [/mavros/setpoint_raw/target_local] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,681: +PUB [/mavros/setpoint_raw/target_global] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,687: +PUB [/mavros/setpoint_raw/target_attitude] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,704: +SUB [/mavros/setpoint_velocity/cmd_vel] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,712: +SUB [/mavros/setpoint_velocity/cmd_vel_unstamped] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,719: +SERVICE [/mavros/setpoint_velocity/mav_frame] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,728: +PUB [/mavros/state] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,729: publisherUpdate[/mavros/state] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,733: publisherUpdate[/mavros/state] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,733: +PUB [/mavros/extended_state] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,736: +PUB [/mavros/battery] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,738: +PUB [/mavros/estimator_status] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,746: +PUB [/mavros/statustext/recv] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,758: +SUB [/mavros/statustext/send] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,759: +SERVICE [/mavros/set_stream_rate] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,759: +SERVICE [/mavros/set_mode] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,761: +SERVICE [/mavros/vehicle_info_get] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,761: +SERVICE [/mavros/set_message_interval] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,789: +PUB [/mavros/time_reference] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,790: +PUB [/mavros/timesync_status] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,802: +SUB [/mavros/vision_pose/pose] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:49,806: publisherUpdate[/mavros/battery] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,808: publisherUpdate[/mavros/battery] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,808: publisherUpdate[/mavros/statustext/recv] -> http://clover-dev:45263/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:49,809: publisherUpdate[/mavros/statustext/recv] -> http://clover-dev:45263/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:49,815: +SUB [/mavros/vision_pose/pose_cov] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:50,264: +PUB [/rosout] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,268: +SERVICE [/rosapi/get_loggers] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,269: +SERVICE [/rosapi/set_logger_level] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,273: +SERVICE [/rosapi/topics] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,274: +SERVICE [/rosapi/topics_for_type] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,276: +SERVICE [/rosapi/services] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,286: +SERVICE [/rosapi/services_for_type] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,288: +SERVICE [/rosapi/nodes] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,293: +SERVICE [/rosapi/node_details] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,295: +SERVICE [/rosapi/action_servers] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,297: +SERVICE [/rosapi/topic_type] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,298: +SERVICE [/rosapi/service_type] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,298: +SERVICE [/rosapi/publishers] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,300: +SERVICE [/rosapi/subscribers] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,301: +SERVICE [/rosapi/service_providers] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,302: +SERVICE [/rosapi/service_node] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,303: +SERVICE [/rosapi/service_host] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,306: +SERVICE [/rosapi/message_details] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,307: +SERVICE [/rosapi/service_request_details] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,308: +SERVICE [/rosapi/service_response_details] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,308: +SERVICE [/rosapi/set_param] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,310: +SERVICE [/rosapi/get_param] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,312: +SERVICE [/rosapi/has_param] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,317: +SERVICE [/rosapi/search_param] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,323: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/', 'http://clover-dev:41847/', 'http://clover-dev:36701/']
[rosmaster.master][INFO] 2023-04-12 03:19:50,324: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/', 'http://clover-dev:41847/', 'http://clover-dev:36701/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:50,325: +SERVICE [/rosapi/delete_param] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,326: +SERVICE [/rosapi/get_param_names] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,329: +SERVICE [/rosapi/get_time] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,330: +SERVICE [/rosapi/topics_and_raw_types] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:19:50,330: +CACHEDPARAM [/rosout_disable_topics_generation] by /rosapi
[rosmaster.master][INFO] 2023-04-12 03:19:50,818: +PUB [/mavlink/gcs_ip] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:50,860: +PUB [/rosout] /rosbridge_websocket http://clover-dev:44027/
[rosmaster.master][INFO] 2023-04-12 03:19:50,865: +SERVICE [/rosbridge_websocket/get_loggers] /rosbridge_websocket http://clover-dev:44027/
[rosmaster.master][INFO] 2023-04-12 03:19:50,866: +SERVICE [/rosbridge_websocket/set_logger_level] /rosbridge_websocket http://clover-dev:44027/
[rosmaster.master][INFO] 2023-04-12 03:19:50,875: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/', 'http://clover-dev:41847/', 'http://clover-dev:36701/', 'http://clover-dev:44027/']
[rosmaster.master][INFO] 2023-04-12 03:19:50,876: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/', 'http://clover-dev:41847/', 'http://clover-dev:36701/', 'http://clover-dev:44027/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:50,886: +PUB [/client_count] /rosbridge_websocket http://clover-dev:44027/
[rosmaster.master][INFO] 2023-04-12 03:19:50,887: +PUB [/connected_clients] /rosbridge_websocket http://clover-dev:44027/
[rosmaster.master][INFO] 2023-04-12 03:19:50,889: +PARAM [/rosbridge_websocket/actual_port] by /rosbridge_websocket
[rosmaster.master][INFO] 2023-04-12 03:19:50,901: +CACHEDPARAM [/rosout_disable_topics_generation] by /rosbridge_websocket
[rosmaster.master][INFO] 2023-04-12 03:20:00,083: -PUB [/rosout] /rosapi http://clover-dev:36701/
[rosmaster.master][INFO] 2023-04-12 03:20:00,083: -SERVICE [/rosapi/get_loggers] /rosapi rosrpc://clover-dev:33775
[rosmaster.master][INFO] 2023-04-12 03:20:00,083: -SERVICE [/rosapi/set_logger_level] /rosapi rosrpc://clover-dev:33775
[rosmaster.master][INFO] 2023-04-12 03:20:00,083: -SERVICE [/rosapi/topics] /rosapi rosrpc://clover-dev:33775
[rosmaster.master][INFO] 2023-04-12 03:20:00,083: -SERVICE [/rosapi/topics_for_type] /rosapi rosrpc://clover-dev:33775
